Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes,aStart,aEnd,timeToStart,timeToEnd
feed,2021-10-07T21:37Z,2021-10-07T21:49Z,00:12,00:04R,breast,00:07L,,2021-10-07T12:37Z,2021-10-07T12:49Z,21.616666666666667,21.816666666666666
sleep,2021-10-07T21:58Z,2021-10-08T01:17Z,3:18,,,,,2021-10-07T12:58Z,2021-10-07T16:17Z,21.966666666666665,25.283333333333335
feed,2021-10-08T01:17Z,2021-10-08T02:02Z,00:45,00:33R,breast,00:11L,,2021-10-07T16:17Z,2021-10-07T17:02Z,25.283333333333335,26.033333333333335
sleep,2021-10-08T02:16Z,2021-10-08T05:51Z,3:34,,,,,2021-10-07T17:16Z,2021-10-07T20:51Z,26.266666666666666,29.85
feed,2021-10-08T05:51Z,2021-10-08T05:57Z,00:06,00:06R,breast,,,2021-10-07T20:51Z,2021-10-07T20:57Z,29.85,29.95
sleep,2021-10-08T05:57Z,2021-10-08T07:22Z,1:25,,,,,2021-10-07T20:57Z,2021-10-07T22:22Z,29.95,31.366666666666667
feed,2021-10-08T20:05Z,2021-10-08T20:25Z,00:20,00:10R,breast,00:09L,,2021-10-08T11:05Z,2021-10-08T11:25Z,20.083333333333332,20.416666666666668
sleep,2021-10-08T20:30Z,2021-10-09T01:26Z,4:56,,,,,2021-10-08T11:30Z,2021-10-08T16:26Z,20.5,25.433333333333334
feed,2021-10-09T01:27Z,2021-10-09T01:38Z,00:11,,breast,00:11L,,2021-10-08T16:27Z,2021-10-08T16:38Z,25.45,25.633333333333333
sleep,2021-10-09T01:41Z,2021-10-09T04:42Z,3:00,,,,,2021-10-08T16:41Z,2021-10-08T19:42Z,25.683333333333334,28.7
feed,2021-10-09T04:42Z,2021-10-09T04:54Z,00:11,00:11R,breast,,,2021-10-08T19:42Z,2021-10-08T19:54Z,28.7,28.9
sleep,2021-10-09T04:54Z,2021-10-09T06:28Z,1:33,,,,,2021-10-08T19:54Z,2021-10-08T21:28Z,28.9,30.466666666666665
feed,2021-10-09T19:10Z,2021-10-09T19:30Z,00:20,00:10R,breast,00:10L,,2021-10-09T10:10Z,2021-10-09T10:30Z,19.166666666666668,19.5
sleep,2021-10-09T20:30Z,2021-10-09T23:47Z,3:17,,,,,2021-10-09T11:30Z,2021-10-09T14:47Z,20.5,23.783333333333335
feed,2021-10-09T23:48Z,2021-10-09T23:57Z,00:08,00:08R,breast,,,2021-10-09T14:48Z,2021-10-09T14:57Z,23.8,23.95
sleep,2021-10-10,2021-10-10T03:13Z,3:12,,,,,2021-10-09T15:00Z,2021-10-09T18:13Z,24,27.216666666666665
feed,2021-10-10T03:13Z,2021-10-10T03:39Z,00:25,00:13R,breast,00:12L,,2021-10-09T18:13Z,2021-10-09T18:39Z,27.216666666666665,27.65
sleep,2021-10-10T03:49Z,2021-10-10T06:43Z,2:53,,,,,2021-10-09T18:49Z,2021-10-09T21:43Z,27.816666666666666,30.716666666666665
feed,2021-10-10T06:43Z,2021-10-10T06:53Z,00:10,,breast,00:10L,,2021-10-09T21:43Z,2021-10-09T21:53Z,30.716666666666665,30.883333333333333
feed,2021-10-10T20:38Z,2021-10-10T20:52Z,00:13,00:05R,breast,00:08L,,2021-10-10T11:38Z,2021-10-10T11:52Z,20.633333333333333,20.866666666666667
sleep,2021-10-10T21:05Z,2021-10-11T01:58Z,4:53,,,,,2021-10-10T12:05Z,2021-10-10T16:58Z,21.083333333333332,25.966666666666665
feed,2021-10-11T02:00Z,2021-10-11T02:20Z,00:20,00:12R,breast,00:08L,,2021-10-10T17:00Z,2021-10-10T17:20Z,26,26.333333333333332
sleep,2021-10-11T02:23Z,2021-10-11T05:44Z,3:21,,,,,2021-10-10T17:23Z,2021-10-10T20:44Z,26.383333333333333,29.733333333333334
feed,2021-10-11T05:44Z,2021-10-11T06:12Z,00:27,00:19R,breast,00:07L,,2021-10-10T20:44Z,2021-10-10T21:12Z,29.733333333333334,30.2
sleep,2021-10-11T06:12Z,2021-10-11T07:37Z,1:24,,,,,2021-10-10T21:12Z,2021-10-10T22:37Z,30.2,31.616666666666667
sleep,2021-10-11T20:19Z,2021-10-12T00:12Z,3:52,,,,,2021-10-11T11:19Z,2021-10-11T15:12Z,20.316666666666666,24.2
feed,2021-10-12T00:13Z,2021-10-12T00:21Z,00:08,00:08R,breast,,,2021-10-11T15:13Z,2021-10-11T15:21Z,24.216666666666665,24.35
sleep,2021-10-12T00:21Z,2021-10-12T02:27Z,2:05,,,,,2021-10-11T15:21Z,2021-10-11T17:27Z,24.35,26.45
feed,2021-10-12T02:27Z,2021-10-12T02:35Z,00:08,00:02R,breast,00:06L,,2021-10-11T17:27Z,2021-10-11T17:35Z,26.45,26.583333333333332
sleep,2021-10-12T02:43Z,2021-10-12T05:11Z,2:28,,,,,2021-10-11T17:43Z,2021-10-11T20:11Z,26.716666666666665,29.183333333333334
feed,2021-10-12T05:11Z,2021-10-12T05:19Z,00:08,00:08R,breast,,,2021-10-11T20:11Z,2021-10-11T20:19Z,29.183333333333334,29.316666666666666
sleep,2021-10-12T05:30Z,2021-10-12T07:15Z,1:44,,,,,2021-10-11T20:30Z,2021-10-11T22:15Z,29.5,31.25
sleep,2021-10-12T21:15Z,2021-10-13T01:41Z,4:26,,,,,2021-10-12T12:15Z,2021-10-12T16:41Z,21.25,25.683333333333334
feed,2021-10-13T01:41Z,2021-10-13T01:51Z,00:09,00:09R,breast,,,2021-10-12T16:41Z,2021-10-12T16:51Z,25.683333333333334,25.85
sleep,2021-10-13T01:51Z,2021-10-13T05:00Z,3:09,,,,,2021-10-12T16:51Z,2021-10-12T20:00Z,25.85,29
feed,2021-10-13T05:00Z,2021-10-13T05:19Z,00:18,00:08R,breast,00:10L,,2021-10-12T20:00Z,2021-10-12T20:19Z,29,29.316666666666666
sleep,2021-10-13T05:19Z,2021-10-13T08:20Z,3:01,,,,,2021-10-12T20:19Z,2021-10-12T23:20Z,29.316666666666666,32.333333333333336
sleep,2021-10-13T21:40Z,2021-10-14T03:01Z,5:21,,,,,2021-10-13T12:40Z,2021-10-13T18:01Z,21.666666666666668,27.016666666666666
feed,2021-10-14T03:01Z,2021-10-14T03:16Z,00:14,00:07R,breast,00:06L,,2021-10-13T18:01Z,2021-10-13T18:16Z,27.016666666666666,27.266666666666666
sleep,2021-10-14T03:20Z,2021-10-14T06:42Z,3:22,,,,,2021-10-13T18:20Z,2021-10-13T21:42Z,27.333333333333332,30.7
feed,2021-10-14T06:44Z,2021-10-14T07:00Z,00:16,00:16R,breast,,,2021-10-13T21:44Z,2021-10-13T22:00Z,30.733333333333334,31
sleep,2021-10-14T20:10Z,2021-10-15T02:31Z,6:21,,,,,2021-10-14T11:10Z,2021-10-14T17:31Z,20.166666666666668,26.516666666666666
feed,2021-10-15T02:31Z,2021-10-15T02:49Z,00:17,00:11R,breast,00:06L,,2021-10-14T17:31Z,2021-10-14T17:49Z,26.516666666666666,26.816666666666666
sleep,2021-10-15T02:55Z,2021-10-15T07:06Z,4:11,,,,,2021-10-14T17:55Z,2021-10-14T22:06Z,26.916666666666668,31.1
sleep,2021-10-15T21:32Z,2021-10-16T01:25Z,3:53,,,,,2021-10-15T12:32Z,2021-10-15T16:25Z,21.533333333333335,25.416666666666668
feed,2021-10-16T01:26Z,2021-10-16T01:39Z,00:12,00:05R,breast,00:07L,,2021-10-15T16:26Z,2021-10-15T16:39Z,25.433333333333334,25.65
sleep,2021-10-16T01:42Z,2021-10-16T05:33Z,3:50,,,,,2021-10-15T16:42Z,2021-10-15T20:33Z,25.7,29.55
feed,2021-10-16T05:33Z,2021-10-16T05:50Z,00:16,00:16R,breast,,,2021-10-15T20:33Z,2021-10-15T20:50Z,29.55,29.833333333333332
sleep,2021-10-16T05:50Z,2021-10-16T07:15Z,1:25,,,,,2021-10-15T20:50Z,2021-10-15T22:15Z,29.833333333333332,31.25
sleep,2021-10-16T20:40Z,2021-10-17T02:21Z,5:40,,,,,2021-10-16T11:40Z,2021-10-16T17:21Z,20.666666666666668,26.35
feed,2021-10-17T02:42Z,2021-10-17T02:50Z,00:08,,breast,00:08L,,2021-10-16T17:42Z,2021-10-16T17:50Z,26.7,26.833333333333332
sleep,2021-10-17T02:50Z,2021-10-17T06:43Z,3:53,,,,,2021-10-16T17:50Z,2021-10-16T21:43Z,26.833333333333332,30.716666666666665
sleep,2021-10-17T20:00Z,2021-10-17T23:11Z,3:11,,,,,2021-10-17T11:00Z,2021-10-17T14:11Z,20,23.183333333333334
feed,2021-10-17T23:13Z,2021-10-17T23:27Z,00:13,00:08R,breast,00:05L,,2021-10-17T14:13Z,2021-10-17T14:27Z,23.216666666666665,23.45
sleep,2021-10-17T23:31Z,2021-10-18T03:28Z,3:56,,,,,2021-10-17T14:31Z,2021-10-17T18:28Z,23.516666666666666,27.466666666666665
feed,2021-10-18T03:28Z,2021-10-18T03:47Z,00:18,00:12R,breast,00:05L,,2021-10-17T18:28Z,2021-10-17T18:47Z,27.466666666666665,27.783333333333335
sleep,2021-10-18T03:50Z,2021-10-18T06:46Z,2:55,,,,,2021-10-17T18:50Z,2021-10-17T21:46Z,27.833333333333332,30.766666666666666
feed,2021-10-18T06:47Z,2021-10-18T06:52Z,00:05,,breast,00:05L,,2021-10-17T21:47Z,2021-10-17T21:52Z,30.783333333333335,30.866666666666667
sleep,2021-10-18T06:52Z,2021-10-18T07:15Z,0:22,,,,,2021-10-17T21:52Z,2021-10-17T22:15Z,30.866666666666667,31.25
sleep,2021-10-18T21:15Z,2021-10-19T02:32Z,5:17,,,,,2021-10-18T12:15Z,2021-10-18T17:32Z,21.25,26.533333333333335
feed,2021-10-19T02:32Z,2021-10-19T02:48Z,00:15,00:08R,breast,00:07L,,2021-10-18T17:32Z,2021-10-18T17:48Z,26.533333333333335,26.8
sleep,2021-10-19T02:55Z,2021-10-19T06:51Z,3:55,,,,,2021-10-18T17:55Z,2021-10-18T21:51Z,26.916666666666668,30.85
feed,2021-10-19T06:51Z,2021-10-19T07:01Z,00:09,00:09R,breast,,,2021-10-18T21:51Z,2021-10-18T22:01Z,30.85,31.016666666666666
sleep,2021-10-19T07:01Z,2021-10-19T08:24Z,1:23,,,,,2021-10-18T22:01Z,2021-10-18T23:24Z,31.016666666666666,32.4
sleep,2021-10-19T20:56Z,2021-10-20T01:27Z,4:30,,,,,2021-10-19T11:56Z,2021-10-19T16:27Z,20.933333333333334,25.45
feed,2021-10-20T01:27Z,2021-10-20T01:44Z,00:17,00:12R,breast,00:04L,,2021-10-19T16:27Z,2021-10-19T16:44Z,25.45,25.733333333333334
sleep,2021-10-20T01:44Z,2021-10-20T05:11Z,3:26,,,,,2021-10-19T16:44Z,2021-10-19T20:11Z,25.733333333333334,29.183333333333334
feed,2021-10-20T05:11Z,2021-10-20T05:20Z,00:08,00:08R,breast,,,2021-10-19T20:11Z,2021-10-19T20:20Z,29.183333333333334,29.333333333333332
sleep,2021-10-20T05:20Z,2021-10-20T07:31Z,2:10,,,,,2021-10-19T20:20Z,2021-10-19T22:31Z,29.333333333333332,31.516666666666666
sleep,2021-10-20T21:30Z,2021-10-21T04:28Z,6:58,,,,,2021-10-20T12:30Z,2021-10-20T19:28Z,21.5,28.466666666666665
feed,2021-10-21T04:28Z,2021-10-21T04:53Z,00:24,00:17R,breast,00:07L,,2021-10-20T19:28Z,2021-10-20T19:53Z,28.466666666666665,28.883333333333333
sleep,2021-10-21T04:54Z,2021-10-21T08:03Z,3:09,,,,,2021-10-20T19:54Z,2021-10-20T23:03Z,28.9,32.05
sleep,2021-10-21T20:33Z,2021-10-22T02:22Z,5:49,,,,,2021-10-21T11:33Z,2021-10-21T17:22Z,20.55,26.366666666666667
feed,2021-10-22T02:22Z,2021-10-22T02:47Z,00:25,00:07R,breast,00:17L,,2021-10-21T17:22Z,2021-10-21T17:47Z,26.366666666666667,26.783333333333335
sleep,2021-10-22T02:47Z,2021-10-22T07:15Z,4:28,,,,,2021-10-21T17:47Z,2021-10-21T22:15Z,26.783333333333335,31.25
sleep,2021-10-22T21:00Z,2021-10-23T04:17Z,7:17,,,,,2021-10-22T12:00Z,2021-10-22T19:17Z,21,28.283333333333335
feed,2021-10-23T04:17Z,2021-10-23T04:43Z,00:25,00:13R,breast,00:12L,,2021-10-22T19:17Z,2021-10-22T19:43Z,28.283333333333335,28.716666666666665
sleep,2021-10-23T04:43Z,2021-10-23T07:53Z,3:09,,,,,2021-10-22T19:43Z,2021-10-22T22:53Z,28.716666666666665,31.883333333333333
sleep,2021-10-23T21:30Z,2021-10-24T02:58Z,5:28,,,,,2021-10-23T12:30Z,2021-10-23T17:58Z,21.5,26.966666666666665
feed,2021-10-24T02:59Z,2021-10-24T03:20Z,00:21,00:09R,breast,00:11L,,2021-10-23T17:59Z,2021-10-23T18:20Z,26.983333333333334,27.333333333333332
sleep,2021-10-24T03:25Z,2021-10-24T07:54Z,4:28,,,,,2021-10-23T18:25Z,2021-10-23T22:54Z,27.416666666666668,31.9
sleep,2021-10-24T21:30Z,2021-10-25T01:36Z,4:06,,,,,2021-10-24T12:30Z,2021-10-24T16:36Z,21.5,25.6
feed,2021-10-25T01:36Z,2021-10-25T01:59Z,00:23,00:13R,breast,00:09L,,2021-10-24T16:36Z,2021-10-24T16:59Z,25.6,25.983333333333334
sleep,2021-10-25T02:01Z,2021-10-25T05:22Z,3:21,,,,,2021-10-24T17:01Z,2021-10-24T20:22Z,26.016666666666666,29.366666666666667
feed,2021-10-25T05:22Z,2021-10-25T05:29Z,00:06,00:06R,breast,,,2021-10-24T20:22Z,2021-10-24T20:29Z,29.366666666666667,29.483333333333334
sleep,2021-10-25T05:29Z,2021-10-25T06:56Z,1:26,,,,,2021-10-24T20:29Z,2021-10-24T21:56Z,29.483333333333334,30.933333333333334
sleep,2021-10-25T21:30Z,2021-10-26T03:24Z,5:54,,,,,2021-10-25T12:30Z,2021-10-25T18:24Z,21.5,27.4
feed,2021-10-26T03:24Z,2021-10-26T03:42Z,00:17,00:08R,breast,00:08L,,2021-10-25T18:24Z,2021-10-25T18:42Z,27.4,27.7
sleep,2021-10-26T04:02Z,2021-10-26T06:57Z,2:54,,,,,2021-10-25T19:02Z,2021-10-25T21:57Z,28.033333333333335,30.95
feed,2021-10-26T06:57Z,2021-10-26T07:08Z,00:11,00:11R,breast,,,2021-10-25T21:57Z,2021-10-25T22:08Z,30.95,31.133333333333333
sleep,2021-10-26T07:08Z,2021-10-26T08:10Z,1:01,,,,,2021-10-25T22:08Z,2021-10-25T23:10Z,31.133333333333333,32.166666666666664
sleep,2021-10-26T19:40Z,2021-10-27T02:10Z,6:30,,,,,2021-10-26T10:40Z,2021-10-26T17:10Z,19.666666666666668,26.166666666666668
feed,2021-10-27T02:10Z,2021-10-27T02:38Z,00:27,00:16R,breast,00:11L,,2021-10-26T17:10Z,2021-10-26T17:38Z,26.166666666666668,26.633333333333333
sleep,2021-10-27T02:38Z,2021-10-27T07:26Z,4:47,,,,,2021-10-26T17:38Z,2021-10-26T22:26Z,26.633333333333333,31.433333333333334
feed,2021-10-27T07:26Z,2021-10-27T07:50Z,00:24,00:13R,breast,00:10L,,2021-10-26T22:26Z,2021-10-26T22:50Z,31.433333333333334,31.833333333333332
sleep,2021-10-27T19:28Z,2021-10-28T02:21Z,6:53,,,,,2021-10-27T10:28Z,2021-10-27T17:21Z,19.466666666666665,26.35
feed,2021-10-28T02:21Z,2021-10-28T02:39Z,00:18,00:09R,breast,00:08L,,2021-10-27T17:21Z,2021-10-27T17:39Z,26.35,26.65
sleep,2021-10-28T02:41Z,2021-10-28T06:36Z,3:54,,,,,2021-10-27T17:41Z,2021-10-27T21:36Z,26.683333333333334,30.6
feed,2021-10-28T06:36Z,2021-10-28T06:53Z,00:17,00:09R,breast,00:07L,,2021-10-27T21:36Z,2021-10-27T21:53Z,30.6,30.883333333333333
sleep,2021-10-28T07:00Z,2021-10-28T07:15Z,0:14,,,,,2021-10-27T22:00Z,2021-10-27T22:15Z,31,31.25
sleep,2021-10-28T19:47Z,2021-10-28T20:19Z,0:31,,,,,2021-10-28T10:47Z,2021-10-28T11:19Z,19.783333333333335,20.316666666666666
sleep,2021-10-28T22:05Z,2021-10-29T04:14Z,6:09,,,,,2021-10-28T13:05Z,2021-10-28T19:14Z,22.083333333333332,28.233333333333334
feed,2021-10-29T04:14Z,2021-10-29T04:31Z,00:16,00:08R,breast,00:08L,,2021-10-28T19:14Z,2021-10-28T19:31Z,28.233333333333334,28.516666666666666
sleep,2021-10-29T04:38Z,2021-10-29T08:10Z,3:32,,,,,2021-10-28T19:38Z,2021-10-28T23:10Z,28.633333333333333,32.166666666666664
sleep,2021-10-29T20:10Z,2021-10-29T21:17Z,1:07,,,,,2021-10-29T11:10Z,2021-10-29T12:17Z,20.166666666666668,21.283333333333335
sleep,2021-10-29T22:32Z,2021-10-30T03:50Z,5:18,,,,,2021-10-29T13:32Z,2021-10-29T18:50Z,22.533333333333335,27.833333333333332
feed,2021-10-30T03:50Z,2021-10-30T04:02Z,00:12,00:12R,breast,,,2021-10-29T18:50Z,2021-10-29T19:02Z,27.833333333333332,28.033333333333335
sleep,2021-10-30T04:02Z,2021-10-30T07:13Z,3:10,,,,,2021-10-29T19:02Z,2021-10-29T22:13Z,28.033333333333335,31.216666666666665
feed,2021-10-30T07:18Z,2021-10-30T07:38Z,00:20,00:10R,breast,00:10L,,2021-10-29T22:18Z,2021-10-29T22:38Z,31.3,31.633333333333333
sleep,2021-10-30T19:53Z,2021-10-31T02:22Z,6:28,,,,,2021-10-30T10:53Z,2021-10-30T17:22Z,19.883333333333333,26.366666666666667
feed,2021-10-31T02:23Z,2021-10-31T02:43Z,00:20,00:06R,breast,00:13L,,2021-10-30T17:23Z,2021-10-30T17:43Z,26.383333333333333,26.716666666666665
sleep,2021-10-31T02:43Z,2021-10-31T07:23Z,4:39,,,,,2021-10-30T17:43Z,2021-10-30T22:23Z,26.716666666666665,31.383333333333333
feed,2021-10-31T07:23Z,2021-10-31T07:31Z,00:07,00:07R,breast,,,2021-10-30T22:23Z,2021-10-30T22:31Z,31.383333333333333,31.516666666666666
sleep,2021-10-31T07:31Z,2021-10-31T09:06Z,1:35,,,,,2021-10-30T22:31Z,2021-10-31T00:06Z,31.516666666666666,33.1
sleep,2021-10-31T19:40Z,2021-10-31T20:24Z,0:44,,,,,2021-10-31T10:40Z,2021-10-31T11:24Z,19.666666666666668,20.4
sleep,2021-10-31T22:11Z,2021-11-01T04:51Z,6:40,,,,,2021-10-31T13:11Z,2021-10-31T19:51Z,22.183333333333334,28.85
feed,2021-11-01T04:51Z,2021-11-01T05:01Z,00:10,00:10R,breast,,,2021-10-31T19:51Z,2021-10-31T20:01Z,28.85,29.016666666666666
sleep,2021-11-01T05:01Z,2021-11-01T08:47Z,3:45,,,,,2021-10-31T20:01Z,2021-10-31T23:47Z,29.016666666666666,32.78333333333333
feed,2021-11-01T08:47Z,2021-11-01T09:08Z,00:20,00:03R,breast,00:16L,,2021-10-31T23:47Z,2021-11-01T00:08Z,32.78333333333333,33.13333333333333
sleep,2021-11-01T21:22Z,2021-11-01T22:24Z,1:01,,,,,2021-11-01T12:22Z,2021-11-01T13:24Z,21.366666666666667,22.4
feed,2021-11-01T22:24Z,2021-11-01T22:29Z,00:04,00:04R,breast,,,2021-11-01T13:24Z,2021-11-01T13:29Z,22.4,22.483333333333334
sleep,2021-11-01T22:29Z,2021-11-02T03:59Z,5:29,,,,,2021-11-01T13:29Z,2021-11-01T18:59Z,22.483333333333334,27.983333333333334
feed,2021-11-02T03:59Z,2021-11-02T04:14Z,00:14,00:03R,breast,00:11L,,2021-11-01T18:59Z,2021-11-01T19:14Z,27.983333333333334,28.233333333333334
sleep,2021-11-02T04:17Z,2021-11-02T07:15Z,2:58,,,,,2021-11-01T19:17Z,2021-11-01T22:15Z,28.283333333333335,31.25
sleep,2021-11-02T21:30Z,2021-11-03T04:28Z,6:58,,,,,2021-11-02T12:30Z,2021-11-02T19:28Z,21.5,28.466666666666665
feed,2021-11-03T04:28Z,2021-11-03T04:39Z,00:10,00:10R,breast,,,2021-11-02T19:28Z,2021-11-02T19:39Z,28.466666666666665,28.65
sleep,2021-11-03T04:39Z,2021-11-03T08:21Z,3:41,,,,,2021-11-02T19:39Z,2021-11-02T23:21Z,28.65,32.35
sleep,2021-11-03T20:30Z,2021-11-03T21:14Z,0:44,,,,,2021-11-03T11:30Z,2021-11-03T12:14Z,20.5,21.233333333333334
sleep,2021-11-03T22:44Z,2021-11-04T03:07Z,4:22,,,,,2021-11-03T13:44Z,2021-11-03T18:07Z,22.733333333333334,27.116666666666667
feed,2021-11-04T03:07Z,2021-11-04T03:18Z,00:10,00:10R,breast,,,2021-11-03T18:07Z,2021-11-03T18:18Z,27.116666666666667,27.3
sleep,2021-11-04T03:18Z,2021-11-04T05:34Z,2:16,,,,,2021-11-03T18:18Z,2021-11-03T20:34Z,27.3,29.566666666666666
feed,2021-11-04T05:35Z,2021-11-04T05:45Z,00:10,,breast,00:10L,,2021-11-03T20:35Z,2021-11-03T20:45Z,29.583333333333332,29.75
sleep,2021-11-04T05:49Z,2021-11-04T07:25Z,1:35,,,,,2021-11-03T20:49Z,2021-11-03T22:25Z,29.816666666666666,31.416666666666668
sleep,2021-11-04T19:30Z,2021-11-04T22:52Z,3:22,,,,,2021-11-04T10:30Z,2021-11-04T13:52Z,19.5,22.866666666666667
feed,2021-11-04T22:52Z,2021-11-04T23:10Z,00:18,00:06R,breast,00:12L,,2021-11-04T13:52Z,2021-11-04T14:10Z,22.866666666666667,23.166666666666668
sleep,2021-11-04T23:49Z,2021-11-05T03:55Z,4:06,,,,,2021-11-04T14:49Z,2021-11-04T18:55Z,23.816666666666666,27.916666666666668
feed,2021-11-05T03:55Z,2021-11-05T04:06Z,00:10,,breast,00:10L,,2021-11-04T18:55Z,2021-11-04T19:06Z,27.916666666666668,28.1
sleep,2021-11-05T04:06Z,2021-11-05T07:08Z,3:02,,,,,2021-11-04T19:06Z,2021-11-04T22:08Z,28.1,31.133333333333333
sleep,2021-11-05T20:10Z,2021-11-05T23:37Z,3:27,,,,,2021-11-05T11:10Z,2021-11-05T14:37Z,20.166666666666668,23.616666666666667
feed,2021-11-05T23:40Z,2021-11-06T00:02Z,00:21,00:07R,breast,00:14L,,2021-11-05T14:40Z,2021-11-05T15:02Z,23.666666666666668,24.033333333333335
sleep,2021-11-06T00:02Z,2021-11-06T04:50Z,4:47,,,,,2021-11-05T15:02Z,2021-11-05T19:50Z,24.033333333333335,28.833333333333332
feed,2021-11-06T04:58Z,2021-11-06T05:09Z,00:11,00:11R,breast,,,2021-11-05T19:58Z,2021-11-05T20:09Z,28.966666666666665,29.15
sleep,2021-11-06T05:09Z,2021-11-06T07:57Z,2:48,,,,,2021-11-05T20:09Z,2021-11-05T22:57Z,29.15,31.95
sleep,2021-11-06T21:40Z,2021-11-07T03:44Z,6:04,,,,,2021-11-06T12:40Z,2021-11-06T18:44Z,21.666666666666668,27.733333333333334
feed,2021-11-07T02:44Z,2021-11-07T02:57Z,00:12,00:12R,breast,,,2021-11-06T17:44Z,2021-11-06T17:57Z,26.733333333333334,26.95
sleep,2021-11-07T02:57Z,2021-11-07T07:23Z,4:25,,,,,2021-11-06T17:57Z,2021-11-06T22:23Z,26.95,31.383333333333333
sleep,2021-11-07T19:50Z,2021-11-07T22:35Z,2:45,,,,,2021-11-07T10:50Z,2021-11-07T13:35Z,19.833333333333332,22.583333333333332
feed,2021-11-07T22:35Z,2021-11-07T23:04Z,00:29,00:13R,breast,00:15L,,2021-11-07T13:35Z,2021-11-07T14:04Z,22.583333333333332,23.066666666666666
sleep,2021-11-07T23:04Z,2021-11-08T05:43Z,6:39,,,,,2021-11-07T14:04Z,2021-11-07T20:43Z,23.066666666666666,29.716666666666665
feed,2021-11-08T05:43Z,2021-11-08T05:54Z,00:10,00:10R,breast,,,2021-11-07T20:43Z,2021-11-07T20:54Z,29.716666666666665,29.9
sleep,2021-11-08T05:54Z,2021-11-08T08:52Z,2:57,,,,,2021-11-07T20:54Z,2021-11-07T23:52Z,29.9,32.86666666666667
sleep,2021-11-08T19:50Z,2021-11-09T00:42Z,4:52,,,,,2021-11-08T10:50Z,2021-11-08T15:42Z,19.833333333333332,24.7
feed,2021-11-09T00:45Z,2021-11-09T00:54Z,00:08,00:07R,breast,00:01L,,2021-11-08T15:45Z,2021-11-08T15:54Z,24.75,24.9
sleep,2021-11-09T01:01Z,2021-11-09T07:08Z,6:06,,,,,2021-11-08T16:01Z,2021-11-08T22:08Z,25.016666666666666,31.133333333333333
sleep,2021-11-09T20:52Z,2021-11-10T06:34Z,9:42,,,,,2021-11-09T11:52Z,2021-11-09T21:34Z,20.866666666666667,30.566666666666666
feed,2021-11-10T06:35Z,2021-11-10T06:53Z,00:18,00:18R,breast,,,2021-11-09T21:35Z,2021-11-09T21:53Z,30.583333333333332,30.883333333333333
sleep,2021-11-10T21:30Z,2021-11-11T01:46Z,4:16,,,,,2021-11-10T12:30Z,2021-11-10T16:46Z,21.5,25.766666666666666
feed,2021-11-11T01:47Z,2021-11-11T02:01Z,00:14,00:07R,breast,00:07L,,2021-11-10T16:47Z,2021-11-10T17:01Z,25.783333333333335,26.016666666666666
sleep,2021-11-11T02:08Z,2021-11-11T06:57Z,4:48,,,,,2021-11-10T17:08Z,2021-11-10T21:57Z,26.133333333333333,30.95
sleep,2021-11-11T21:37Z,2021-11-12T02:37Z,4:59,,,,,2021-11-11T12:37Z,2021-11-11T17:37Z,21.616666666666667,26.616666666666667
feed,2021-11-12T02:37Z,2021-11-12T02:53Z,00:16,00:16R,breast,,,2021-11-11T17:37Z,2021-11-11T17:53Z,26.616666666666667,26.883333333333333
sleep,2021-11-12T02:54Z,2021-11-12T05:19Z,2:25,,,,,2021-11-11T17:54Z,2021-11-11T20:19Z,26.9,29.316666666666666
feed,2021-11-12T05:19Z,2021-11-12T05:36Z,00:17,,breast,00:17L,,2021-11-11T20:19Z,2021-11-11T20:36Z,29.316666666666666,29.6
sleep,2021-11-12T05:36Z,2021-11-12T07:44Z,2:08,,,,,2021-11-11T20:36Z,2021-11-11T22:44Z,29.6,31.733333333333334
sleep,2021-11-12T21:34Z,2021-11-13T01:55Z,4:20,,,,,2021-11-12T12:34Z,2021-11-12T16:55Z,21.566666666666666,25.916666666666668
feed,2021-11-13T01:55Z,2021-11-13T02:05Z,00:10,00:10R,breast,,,2021-11-12T16:55Z,2021-11-12T17:05Z,25.916666666666668,26.083333333333332
sleep,2021-11-13T02:05Z,2021-11-13T07:09Z,5:04,,,,,2021-11-12T17:05Z,2021-11-12T22:09Z,26.083333333333332,31.15
sleep,2021-11-13T21:15Z,2021-11-14T03:22Z,6:07,,,,,2021-11-13T12:15Z,2021-11-13T18:22Z,21.25,27.366666666666667
feed,2021-11-14T03:22Z,2021-11-14T03:32Z,00:09,00:09R,breast,,,2021-11-13T18:22Z,2021-11-13T18:32Z,27.366666666666667,27.533333333333335
sleep,2021-11-14T03:32Z,2021-11-14T07:41Z,4:08,,,,,2021-11-13T18:32Z,2021-11-13T22:41Z,27.533333333333335,31.683333333333334
sleep,2021-11-14T20:39Z,2021-11-14T21:21Z,0:42,,,,,2021-11-14T11:39Z,2021-11-14T12:21Z,20.65,21.35
feed,2021-11-14T21:21Z,2021-11-14T21:56Z,00:35,00:18R,breast,00:16L,,2021-11-14T12:21Z,2021-11-14T12:56Z,21.35,21.933333333333334
sleep,2021-11-14T22:04Z,2021-11-15T03:58Z,5:54,,,,,2021-11-14T13:04Z,2021-11-14T18:58Z,22.066666666666666,27.966666666666665
